timestamps,open,high,low,close,volume,amount
2025-08-21 23:00:00,23178.64,23185.11,23170.14,23182.48,921.0,21351064.08
2025-08-21 23:30:00,23182.56,23185.65,23165.62,23183.28,1313.0,30439646.639999997
2025-08-22 00:00:00,23182.94,23184.36,23115.23,23134.03,3520.0,81431785.6
2025-08-22 00:30:00,23134.02,23156.52,23134.02,23147.74,1922.0,44489956.28
2025-08-22 01:00:00,23147.58,23155.22,23127.75,23142.0,2474.0,57253308.0
2025-08-22 01:30:00,23142.0,23144.2,23130.55,23140.46,1858.0,42994974.68
2025-08-22 02:00:00,23140.08,23163.09,23138.16,23157.96,1537.0,35593784.519999996
2025-08-22 02:30:00,23157.65,23166.76,23139.05,23139.05,1425.0,32973146.25
2025-08-22 03:00:00,23138.84,23141.48,23120.08,23131.73,1448.0,33494745.04
2025-08-22 03:30:00,23132.05,23143.63,23128.4,23129.83,1186.0,27431978.380000003
2025-08-22 04:00:00,23129.84,23146.77,23128.15,23138.27,1120.0,25914862.400000002
2025-08-22 04:30:00,23138.5,23150.65,23136.48,23144.67,935.0,21640266.45
2025-08-22 05:00:00,23144.67,23147.63,23120.67,23123.24,1335.0,30869525.400000002
2025-08-22 05:30:00,23123.3,23141.48,23116.02,23126.98,1429.0,33048454.419999998
2025-08-22 06:00:00,23126.85,23126.85,23095.17,23102.66,1873.0,43271282.18
2025-08-22 06:30:00,23103.04,23108.61,23012.74,23075.83,4373.0,100910604.59
2025-08-22 07:00:00,23076.18,23122.53,23071.34,23115.27,3265.0,75471356.55
2025-08-22 07:30:00,23115.49,23136.92,23105.45,23132.94,2232.0,51632722.08
2025-08-22 08:00:00,23132.94,23186.48,23128.23,23170.23,2897.0,67124156.31
2025-08-22 08:30:00,23170.38,23193.08,23160.57,23190.61,2191.0,50810626.51
2025-08-22 09:00:00,23190.48,23190.48,23170.45,23181.99,1883.0,43651687.17
2025-08-22 09:30:00,23182.39,23190.91,23168.05,23189.36,1736.0,40256728.96
2025-08-22 10:00:00,23189.36,23210.36,23188.02,23204.72,1808.0,41954133.760000005
2025-08-22 10:30:00,23204.79,23211.32,23196.87,23201.63,1494.0,34663235.22
2025-08-22 11:00:00,23201.46,23217.21,23186.72,23189.89,2011.0,46634868.79
2025-08-22 11:30:00,23189.63,23195.28,23177.4,23188.21,1861.0,43153258.809999995
2025-08-22 12:00:00,23188.57,23211.02,23181.58,23207.9,2145.0,49780945.5
2025-08-22 12:30:00,23207.9,23208.84,23175.65,23177.53,2380.0,55162521.4
2025-08-22 13:00:00,23177.95,23200.19,23173.71,23198.48,2630.0,61012002.4
2025-08-22 13:30:00,23198.75,23278.26,23141.78,23200.72,16112.0,373810000.64000005
2025-08-22 14:00:00,23201.96,23563.28,23201.96,23488.5,43639.0,1025014651.5
2025-08-22 14:30:00,23488.95,23574.02,23488.95,23533.72,18162.0,427419422.64000005
2025-08-22 15:00:00,23534.04,23580.27,23532.45,23551.9,8609.0,202758307.10000002
2025-08-22 15:30:00,23551.41,23576.74,23495.11,23497.78,6311.0,148294489.57999998
2025-08-22 16:00:00,23498.04,23520.55,23453.86,23468.04,6115.0,143507064.6
2025-08-22 16:30:00,23468.04,23495.53,23441.68,23463.08,5407.0,126864873.56
2025-08-22 17:00:00,23462.87,23545.87,23462.42,23545.63,4982.0,117304328.66000001
2025-08-22 17:30:00,23545.81,23553.87,23530.12,23535.54,3219.0,75760903.26
2025-08-22 18:00:00,23535.8,23546.54,23517.18,23525.76,3258.0,76646926.08
2025-08-22 18:30:00,23526.03,23545.99,23512.44,23516.41,2999.0,70525713.59
2025-08-22 19:00:00,23515.88,23523.28,23496.66,23505.41,3161.0,74300601.01
2025-08-22 19:30:00,23505.52,23512.01,23461.35,23497.08,5170.0,121479903.60000001
2025-08-22 20:00:00,23496.82,23516.72,23479.59,23507.89,2039.0,47932587.71
2025-08-22 20:30:00,23507.79,23514.78,23504.91,23510.06,676.0,15892800.56
2025-08-24 22:00:00,23528.25,23533.68,23486.67,23488.23,4367.0,102573100.41
2025-08-24 22:30:00,23488.11,23512.92,23484.14,23509.73,2087.0,49064806.51
2025-08-24 23:00:00,23509.77,23516.91,23504.03,23510.81,1995.0,46904065.95
2025-08-24 23:30:00,23510.64,23527.91,23500.25,23513.17,2949.0,69340338.33
2025-08-25 00:00:00,23513.39,23535.94,23503.98,23507.19,4761.0,111917731.58999999
2025-08-25 00:30:00,23507.0,23507.94,23489.0,23494.82,2568.0,60334697.76
2025-08-25 01:00:00,23494.78,23496.67,23479.75,23487.71,2222.0,52189691.62
